"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Haití","HTI","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","52164000","50037000","53696000","51307000","120420665","148426495","181456752.4","235043455.3","281813569","334668126.7","382656540.8","500089812.3","609871507.4","644479206.2","731567557.7","782784896.8","773996522.3","905281161.3","877117132.5","859316294.3","939004257.9","804898214.1","830301663.3","845830044.3","758204227.1","837402729.3","924237596.4","1071797087.1","1068532781.9","1221741577.8","1203393476.2","1285544239","1280698138.8","1364909986.9","1284484871.5","1333931157.9","1416972000.4","1601590631.4","1964488511.2","1448420667.7","959066834.3","775845587.7","1163440320.3","1569393746.1","1951930399.9","2096138364.2","2167818423","2169815133.3","2219782627.7","2214201548.9","2318336200.9","2605205140.3","2561654882","2637609831.7","",
"Hungría","HUN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sólo BIRF","IBD","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BIRF y la AIF","IBT","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"total de la AIF","IDA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"mezcla de la AIF","IDB","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","3432691278.3","4682274735.4","5814543795.7","7270793342","9100920877.2","11497812015.2","14010058797.7","16470538470.3","18045712413.7","18623748316.7","20937697366.2","22761139319.3","25133280486.7","30229383588.6","32025253802.3","36714642568.2","42914295378.8","52526347016.8","54053879424.8","59380152209.8","69848505848.5","79528197362.6","87987351692.3","89157126589.4","107819781286.8","124399503875.8","129003514948","136339703441","151484839252.8","151806502424.2","144048996549.8","132710089751.5","128444200507.9","134372632167.3","138041813871.8","142131795440.2","135970010956.9","147827337604.3","157916194612.4","179404705351","198278352695.5","219629383247.4","252623033564.3","263643864629.2","292565412570.1","307849578357.8","319052612588.1","353688908559.2","379851596756.2","402379692152.7","417061427291.2","417868182907.8","396032177096","406054424834.6","",
"Sólo AIF","IDX","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","6414570257","8336163510.2","9743199579.1","12644114747.8","16866611478.3","20771858243.8","24500850783.2","33048254801","41245753085.2","47515797739.8","59558426651.3","69067109033.7","78375458923.1","87391572481","92370318320.1","110047063530.2","123605375317","147632492224","152575355594.9","158894565677.5","175578366915.3","185384845214.7","189287423758","196099276440.8","208060140169","214806243309.8","209730835353.2","201341895525.1","213368662677","207636867622.3","200836304517","193265982885.2","204868957700.1","216684155673.5","223067695943.9","199774194008.8","175922537638.6","194627329114.8","209845730829.3","237179325986.6","246683708992.3","268455482268.2","302005117529","346052239975.4","377436188600.8","406024629162.5","433745789407","485820066517","522394217702.2","558620790099.3","623174599232.2","678315494793","695060494740.1","736015482047.7","",
"Isla de Man","IMN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","8425121119.4","9328742281.7","10029268976.8","10965917520.3","12696953185.8","13865614018.8","14586390285.7","15414657569.6","16520249175.3","18190384895.1","20723360696.4","22480074709.1","26942860601.2","30649492455","32763961315.2","38934813159.4","44909442697.3","53424896488.5","59288500301.3","73721064976","83471522909.2","84852336186.3","87775440181.5","91330328767.5","97898626998.8","93808975940.1","93966076365.7","94059291709","98333648294.5","99779510346.3","101131491179.6","99500093585.5","105741601402","118884622369.5","123644485822.1","121195478444.5","159525518911.4","204057539299.5","227111768434.6","256312241333.4","290427544563.2","334399298473.1","392576050359.7","427245079805.9","457507409077.4","478831010025.1","455541896498.9","511575707373.6","521175685410","561017395481.3","564979321177.1","611987174447.7","615516027421.2","646787065275.4","",
"No clasificado","INX","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irán, República Islámica del","IRN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","4618942613.2","3969211554.7","8269750070.8","7078085808","5159730090","6025227842","5793964260.5","6150722410.1","5843049165.3","6526858378.8","9026182538.2","11368427701.3","16074665445.3","23392435930.4","21792481976.9","21681652185.7","16684178793.1","11697339746.3","12341638353.4","9742304899.9","8800053478.5","8280878565","8934505230.4","14235372770.8","20950347846.7","21393520935.6","20494226261.2","20834072180.2","16026650174.6","18609984963.8","19768742370.1","17260291984","7481954468.2","7013042464.9","5817911004","6455859301","6058410415.5","6819093933.4","5773699803.6","4855393068.1","5433188395.8","10348874166.9","9459955524.4","9900872535.1","",
"Iraq","IRQ","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19135602755","23353919730.2","28082344224.6","27798830159.7","27488314709.1","26330586576.5","25362928233.3","22725922263.8","20331392379.4","",
"Islandia","ISL","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italia","ITA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","981947821.4","1017279724.6","1050172114.5","1218593242","1451065680","1631097348.4","1468081463.3","1698452346.3","1443098518.8","1725519727","1933418149.2","2335978753.2","2881171635.6","3493302522.8","3636693776","4149647658.3","4267673178.1","4771043102.6","4632792353.6","4660246898.8","4784682213.8","4612479880.4","4631509929.9","4418444373.2","4644306788.5","4615813407.2","4095187169.9","3818566634.2","3945356370.6","4027853275.2","4821219734.6","5477990485.7","5601373724.4","5720223401.2","6516794517.1","6590656418.3","8084297793.3","10523969850.5","10431004395.1","11116937810.7","14186599700.2","14287642491.2","14247212086.3","12889484163.8","14077596820.6","14055964975.2","14006048394.7","14584440916.3","17530384500.9","14464674889.2","14143154389","16011248681","15800255001.6","15349418849.4","",
"Jordania","JOR","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","119092816.3","153348201.6","180464881.2","214800116.9","270701661.2","342812687.7","432465516.3","796335241.4","1111301690.7","1417948646.1","1866844711.7","2186348488.8","2648430694.4","3021355709.1","3281112514.1","3943825661.2","4831646193.6","6261594432","5918242632.1","7316087055.4","8332902493.5","9700258842.1","7966941070.5","7630572048.1","7552887476.4","7660567356.1","7379761663.3","7313830926.3","7560990588.3","8106195546.9","11062638714.5","11885718015.6","13015834374.6","12492626260.3","12895197668.9","12766664121.9","13856775214.9","14862495842.8","13818923250.1","14269772267.4","16894215040.7","17477930466.6","18297915662.4","23003169930.4","24125234088.8","25598481274.6","27110465347.6","30051818034.6","31925591353.8","33493554481.7","38038131759.6","41757187873.1","41228308908.8","44629840154.7","",
"Japón","JPN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazajstán","KAZ","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34977844.5","1727754137.6","2789562086.4","3750246013.7","2922220065","4077953308.9","6074807301.8","6600356817.2","12890152382.6","15339983924.1","18437239277.2","23226790596.7","33233124794","43861793757.3","74438311787.2","96240591774.7","106738597246.1","109741327702.3","119150770510.9","124330240756","135821411914.4","149998053097.5","157987789867.8","153469827966.4","163778683648.4","159239191204.6","157269202073.7","159281625166.4","161508845872.9","161343780628.2","160974314960.3","163154522932.5","",
"Kenya","KEN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","477537524.6","497894895.5","581161178.6","844716764.7","1152688059","1290219777.3","1493325017.4","1658887244","2173728428.2","2720995167.7","3386803513.5","3228165912.1","3367814483.6","3628284465.8","3511509910.2","4181365915.7","4603589573.6","5783681917.2","5809644178.8","5889233567.6","7055158928.9","7453499318.4","6898195691.8","7111518961.1","7124419830.7","7309198401","6813721635.2","6465020215.1","6823161838.5","6524904617.7","6147150097.6","5495276586","6095869527.9","6715084650.7","6916593410.5","6501013208.9","6719657604","7576695048.2","7691776548.9","8585721249","8885235532.9","10042095566.4","11832175543.2","13775500738.7","16911742536.7","19783760501.7","21057671043.3","26951349499.4","31433802015.7","34970099589.9","38038451074.1","41219100011.5","41556299639.8","42910026054.2","",
"Kirguistán","KGZ","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5527412","292085078.1","446758489.5","609470825.3","1136989888.4","1340946373.3","1505065681","1852206783.5","1937816109.8","1823857616.9","1957506328.4","2148372909.4","2560865743.3","2256599326.4","2596155992.5","2878747157.8","3628104689.4","4118812292.1","4118497688","5493240304.9","6035834629","6815197401.3","7285152487.5","7720114040.8","7973634965","8129210633.4","8163747921.3","8454325248.7","8675596842.8","9060599704.3","9745837593.4","10115052289.8","",
"Camboya","KHM","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","163589000","163609000","163629000","163649000","163669000","186616660.8","190280363","189218800.8","253725961.9","264873693.3","1698280868.8","1674463038.5","1657688468.3","1743207879.7","1854015535.6","1916699701","1931499360","2001835074.1","2067765596.3","2108290127.2","2178847689.5","2391328664.2","2681720223.1","2890524251.2","2934613692.7","3033315872.6","2248479410.3","2648360714.7","3303650951.5","4010466367.2","4655287804","6749242998.3","7619793338","8320161444.1","9438769397.9","10063760399.9","11434259074.2","13548715757.7","15362550605.3","17593817433.3","20050196516.8","22473750966.3","22533605678.5","",
"Kiribati","KIR","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saint Kitts y Nevis","KNA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República de","KOR","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","28439522409.9","31870924565.2","38315441806.6","45735644010.7","59798873333.9","72269156736.1","88312328563.3","113301537386.2","136098326541.8","160714508465.2","196997056645.7","241872229106.7","276713664927.8","296700610095.7","311066860487.4","322296662233.7","339981199315","374206359629.1","361958588463.9","361435750090.3","378295738759","392641073221.4","402178718655.2","440017167609.8","478878292524.3","543698892901.2","565134890886.2","595884615007.7","678548228530.8","710273435422.6","697750103180.9","714804788331.8","706897981904.8","747418090328.9","755244626035.6","693965499544.1","696475341854.7","786881506901","827760908446.1","860307278647","1012761302652.7","1143756643517.8","1292489067083.7","1446925683000","1601161327486.9","1632953916117.6","1667684687332","1763544246967","1882024004836.4","1926794016461.5","1926594030205.3","1973235112378.9","1994289389318.9","2053735781678.9","",
"República Democrática Popular Lao","LAO","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","8345623.6","15632737.7","18801080.7","32604009.3","41034885.7","44232232.2","108234666.2","172945523.8","255345603","310865806.9","352946306.8","392654370.5","431285785.2","453213661.7","520891119.9","621358350.4","870918488.8","1163997984.1","1328065821.9","1474076595.2","1768535429.2","1873131026.3","1917265365.3","1986718378.2","2071421024.2","2158263219.7","2258225068.4","2325961460.1","2459333771.6","2559997882.5","2531032369.6","2585719431.9","3168466117.1","2506301750.6","2949489392.8","3278601893.1","3805627505.8","4987662711.3","5653261689.8","6383404582.6","6553667990.7","7081958070.9","7422606490.9","8190455762.9","9640196172.3","11694021829.7","13733804628.7","15278253072.6","16123012209.8","19211586683","21244527229","19445239225.4","19128291025.7","20350257787.1","",
"Líbano","LBN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","64232860.3","68095825.7","61559341.9","56393232.9","49284347.8","45669452.4","39041939.1","53177398","184818036.2","277528704.6","510292638.8","621064003.1","725432305.3","920213723.7","866303195.4","876001128.7","866474229.6","963318056.5","993309402.4","1031127296.3","1787046993.9","1562589912.9","1814004853","1352746947","2126701899.6","2975570831.6","4019242812.7","5093689592.1","6973464912.7","8493083054.7","10075046219.9","13544184075.4","17509147494.3","19045277128.2","22804031551","22787014776.3","24225274178.3","25926510953","44012127490.2","46139751147.2","47818873949.1","49664375022.5","55722618839.2","62103209067.3","64454510032.8","68219052512","69509159841.8","74165438618.9","79650131632.7","73893126216.7","68874327201.2","66900293415.1","67080050897","66296461062.8","",
"Liberia","LBR","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","162259998.9","162113449","159380853.7","159153116.1","161975660.1","178684388.9","208531898.6","292114656.3","443069267.3","596483370.2","685684429.8","813444164","902588449.9","1006557608.5","1080098563.2","1250201170","1549811064.4","1847224451.6","1817042772.2","1877358632.2","2062086288.1","2187238147","2176746977.1","2237489926.6","2367418669.1","2489150432.9","2423875945.1","2406199569.2","2561185367.6","2588479114.5","2836274327.3","3035970627.4","3293838967","3632799616.2","3862478049.5","3950580336.9","4191788049.1","3777967270.2","3160827104.1","1850279323.4","418851731","448440322.7","487153088.6","530778149.7","681478405","837435458.6","950332609.9","1118118392","1157572896.9","1266753401.9","1461907336.3","1848648347.4","1904003488.1","2078056984.2","",
"Libia","LBY","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Santa Lucía","LCA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","15516307.7","17122202.7","18907707.6","20290497.8","23113174.2","31803855.3","46728176","57458862.1","65679760.2","79175705","82343009.7","97981226.6","100852543.2","113598527.8","128275618.8","141571045.9","152941378.9","184359352.2","188238652.5","227013639.5","258544438.3","293240194.2","338775693.7","362713778.4","422787032.2","375696061","481016076.9","837871627.4","438816167","584783262.7","455833314.8","432702877.7","479336037.4","537109187.7","529980934.5","543662556.6","621896095.4","615495530","638927013.2","733837563.5","892737914.9","909317236.5","1086264196.2","",
"América Latina y el Caribe","LCN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Países de ingreso bajo","LIC","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","2742780162.4","3098480157.7","3666868898.3","4624686562.9","6523306562.1","8144887220","9826642853","13713712093.2","16912079849.1","20069356462.6","24859698027.1","30085582926.7","35201371305.7","40229082414","43261121222.4","51856750019.9","60205917067.2","72513054404.2","74831354527.4","79028245803.3","85510684686.2","90527440829.6","92748606142.5","94998126918.5","101802366277.1","106127998915.6","105188934786.4","101139848363.8","108851252394.8","101324826264.1","98925613156.5","94291576722.5","97435875941.5","103933827365.9","105567008409.8","88854015889.1","73978711634.1","81121374045.3","84155495487","91838008043.6","89880984938.1","93320091417.6","106198915005.3","127323844989.4","139218486921.9","149016038101.4","155664332832.1","170816376567.8","180685518484.2","190511091451.5","208680680561.7","223121685993.6","223548243388","231988683760.4","",
"Liechtenstein","LIE","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","435678442.4","520236827.6","554360219.3","631606118.9","783763828","817840849.6","941714519.8","1141630267.8","1381702821.7","1562193769.5","1849029664.4","2241837854.3","2632029310.2","2890238573.3","2998355044.3","3544639145.8","4086689689.8","4754428931.3","5209633062.8","5185722277.5","5867509111.8","6580740209.6","6476089777.8","6902629411","7960615109.6","8395502196.9","8298763054.9","8106316372.4","9057333356.1","9943050525","9249848286.4","8952124828.1","10122942033.8","10725993550","11600420988.8","11300134209.5","11853449200.4","14161321567.6","16320821885.1","19504201128","21684210688.5","25795379781.1","35735908567.5","39316198514.4","42264361571.6","43926833891.1","46662738616.2","50766665978.7","52920652662.2","56118735647","56875086630.2","58741883598.1","58717563400.9","61705953520.2","",
"Países de ingreso mediano bajo","LMC","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","23962848149.6","27852094491.2","30421699994.1","35275057669.2","41617524699","50667602876.4","59083952599.3","79737181431.6","96478120024.8","111663705740.2","137741720675.7","155953656242.2","179817432060.8","199397041343.5","207992303195.1","239344696100.6","268148884629.7","313360330789.8","323569264146.1","365449272432.2","393065232266.9","403857337544","407919634533.3","420281465056.8","449468842192.4","459040989281.7","456105140378.6","449234474728.1","472261077656.4","483780024260.7","470651429683","466068677449","497166313606.8","536868273117","558416284787.2","528121712840.1","542385606331.1","622637328584.8","690104585387.5","768413193534.3","867652175580.8","966836380413.5","1088528407234.4","1190594814325.6","1280739743368.9","1357710612439.5","1408593727739.6","1601372558614.6","1690256815365.6","1827842290889.9","1962048045057.1","2119395572794.1","2170417457366.1","2257615295339.6","",
"Ingreso mediano y bajo","LMY","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","64589271960.3","75238112076.5","87408172287.7","105091558754.4","130954746923.1","159356638387.3","192576758309.5","256417091798.2","313190886806.7","366771988003.7","450266090349.1","523507458543.4","596121480158.1","645157291630.1","673402294474.1","745168574050.9","823376854538.7","948424203876.2","959306760111.2","1014948635437.7","1100772893838.5","1159505899616.1","1209519125127.8","1315855692605.6","1454050559230","1621182145038","1675250484259.7","1723508641260.5","1858935235189.6","1895764744660.3","1857570910572.7","1884868284549.6","1939392771482.4","2090542885509.8","2254966501063.5","2207456991103.3","2347816257890.9","2730192212139","2913667808125.4","3171114854849.7","3864819219218.9","4486974873803.9","5003008247851","5712615519510.6","6290721047709","5901515298486.2","6124977552798.1","6885155584722.5","7382158181338.6","7753862035930.3","8173560998905.7","8819264798617.7","8630641114994.7","8836011577015.8","",
"Lesotho","LSO","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","8122200","8628403.5","9486440.3","8260480.3","10154661","14085560.5","16201998.2","24589678.1","34003373.3","53128547.8","71941751","84408003","122070133.2","128672831.9","138033418.7","175286619.1","197621649.8","258625573.6","287087570.2","328147754.2","395586122.4","447387652.9","494402014.6","542372022.5","622553685.7","684357708.7","701229527.2","672950604","688207826.7","687190387.9","769689608.6","684403514","712577931.3","705761420.2","773436561.2","666293758.5","657437143.1","685484471.5","700047301.8","766529460.1","788060174.8","813623741.4","904228982.1","925015906.5","912086478.4","952588686.1","1358062674.5","1504173109.2","1463408840.9","1583480653","1737618388.9","1833103211.3","1809413920","1775614027.3","",
"avanzada del dividendo demográfico","LTE","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lituania","LTU","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxemburgo","LUX","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Letonia","LVA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Región Administrativa Especial de Macao, China","MAC","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","984947643.2","1127918127.3","1186041280.3","1287831261.9","1514192941.5","2659528434.8","3360845158.6","5610354070.3","6923305124.6","8207897716.9","9722119760.7","10579556345.6","12401132803.4","13037499587.9","13908382132.8","16056141868.2","17926477095.7","21029558180.4","21117139131","22230849930.6","25026523628.4","22503101421.1","22688198688.3","22114998128.9","22988012254.8","23785013677.9","24233330915.5","23501640856.4","23664365052.6","23075639461.2","20810014284.5","18924527892.6","18140486660.4","18384943689.5","17133015904.7","16350932485.1","18051337126","20795268515.3","21063731444.1","24783965561.5","27347978062.1","30016607498.1","33925181786.7","39430846407.3","43338961889.4","44625383212.7","47831451631","51358094284","50686138658.3","55279299519.3","66009840918.5","65687357710.1","64971802459.6","69267283212.5","",
"Mónaco","MCO","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38504010","277649585.7","502493296.4","695156112.5","847654629.7","1082410828.2","1070923032","1186611253.6","1841764696.6","1790545238.9","1964800771.1","2116536512.5","2114078919.5","2219300777.2","2622104183.3","3365279030.6","3724452934.9","3715120838.6","4724734887.4","5216932920.4","5320130874.1","6204086253.4","5851136268.3","6094646557.5","6217992082","6967883842.8","7285819232","7299000270.2","7915592655.6","9034530264.7","9723370030.4","10638677756.4","",
"Madagascar","MDG","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","485146240.2","488437476.9","510135605.2","504986847.3","750848944.2","791025348.4","189942758","781578848.3","355903317.7","773090282","1248330829.8","1613368349.2","1932701142.1","2040565064.6","2146908255.4","2529331046.5","3007383734.1","3683564458.8","3683557860.6","3431373376.8","3701101935.3","3908195316.3","3911346484.2","3804731531.5","4096453461.6","4322004158.1","4145801222.5","4108929981.9","4393975739.9","4781749985.1","4726029557","4184263804.7","4543888332.4","4979583730.9","3824731184.5","3525441335.7","1526991065.5","2332269180.4","2533049972.1","2846880423.7","2755972130.7","2867388363.7","2993469808.1","2940581583.4","2963528296.3","3007857304.8","2976805934.8","3382906474.6","3720119522.3","4044792622.6","4841435396.1","5344813135.2","5937649294.4","6452328515.3","",
"Maldivas","MDV","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","8884310.1","12814260.6","25763273.8","38885616.1","65069558.1","77220826.7","82809472.5","83065918.7","68684985.3","72836720","71359561.4","66800308.7","77964852.9","81242507.1","94898973.9","112349106.8","123524561.1","154866795.9","168205228.4","171332186.7","193599922.6","219239550.1","203023211.5","233027776.1","269846875.2","292920063.3","339659074.9","362256384.2","553529541.8","771849569.6","1146830061.3","1382775073.4","913686330.3","880681947.2","939044142.8","1024556824.2","1101101172.9","1004002006.3","1137521463.6","1465514069.7","2321198855.1","2674811758.5","3661325289.9","4099470066.5","3992801782.9","4000222207.9","",
"Oriente Medio, Norte de África, Afganistán y Pakistán","MEA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
