"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Colombia","COL","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","2337070268.9","2635933295.3","2964726928.6","3326835665.2","3515017082.7","3934674960.3","4123797359.3","5232469210.6","5286643740.9","6056966897.1","7135607164.5","8925377457.4","10519983135.4","11639494606.6","12274130804.8","14474612765.2","15583214225.9","17237208187.3","17214277533.7","17075305862.5","17411174140.2","17383347947.8","17560822308.2","19227912007.6","22219527944.1","25347081126.7","29206623223.1","32277648233.6","33420800455.2","34845494450.5","34329248550.6","36614196486.3","33581481521.5","37324166936.2","38237909040.2","37497341480","38621303304.6","44323265169.8","47039916554.3","53678222227.4","64432098617.3","76162726605.4","79245754685.4","92639077678.3","104602124439.7","113361779932.3","120828327723.7","126139135685.3","133325292143.3","138984653215","155773467816.4","172155295075","184402842410.2","197505176816.2","",
"Comoras","COM","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","1172240.8","1238316","1506741.7","1691961.4","4294057.5","4721546","18516825.3","24523586.4","29353464.9","40107759","43977472.9","54854843.4","68943862.9","85804560.1","104792039.2","134214350.2","166566409.2","203347529.5","199821386.3","174684281.4","184825142.1","179473164.4","187894213.8","185123541.7","197159439.1","208925905.4","220902346.9","222230696.3","229844128.3","231531804.5","232285377.4","242747448.1","270536977.6","289991668.2","304262777.8","288623246","293423707","287667291","276201185.1","286766514","278373937.8","275725988.2","252320769.6","142571305","136793606.4","125602671.9","175006571.8","181646215","267255184.8","270730976.4","304821396","351494067.2","362101264.8","381715460.2","",
"Cabo Verde","CPV","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","39376101.9","59016887.4","71696307","76251079.2","94918904.3","113301983.5","129541097.3","124352364","126041739.9","133755465","134240227.2","141994227","147571336.8","175919927.3","214117753.8","202637635.8","206529452.3","246754113.6","328538337","319703769.2","345641178.3","387894289.8","441401882.3","464179206.7","477481514.4","524173293.2","580581230.6","626141362.5","724585647.4","884895435.6","1041521701","1607699439.1","1968454491.1","1852837788.6","1841259211.7","1837379413.6","2115033204","2090969867.7","2147746821.3","2422784760.1","2456230364.4","2410506770.3","2451446194.6","",
"Costa Rica","CRI","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","320105203.5","365557659.7","437425832.2","520728368.3","654052499.3","874274975","1075347725.7","1415430772.7","1784970817.9","2233305115.6","2863520188.2","3427581156.9","3766617904.5","4304505394.7","4110799976.6","4515709486.9","4689766359.3","4831924390","4632683952.5","4686482144.7","3845937733.1","4106608753.4","4014350297.7","3937428106","3971807626.7","3857695605","3528323424.1","3505532963.5","3961189288.2","4215090815.1","4692408663.5","4886538321.9","5070865565.3","5650888483.3","5710643831.6","6485430911.5","6993562813.7","8410942483.7","8838788690.4","7760168636.8","8154409880.2","10271452441.9","14310369459.3","17134572924.6","19722088699.2","23588779506.4","25562670955.2","25615909360.8","28369280758.1","29801637994.4","30830818264.4","33661969416.8","38682576390.5","39025118294.5","",
"Estados pequeos del Caribe","CSS","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Caimán","CYM","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chipre","CYP","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Checa","CZE","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Alemania","DEU","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","2594794.2","2637248.5","5368001.3","6284821.9","8215540.5","12235670.8","17257778.4","19240608.5","21045654.3","20521872.5","25819344.9","19839075.3","24412686.7","33566963.8","62016208.7","95976961.9","119266842.7","154398153.6","158287377.7","131250168.3","155287776.6","204846570","219983628.2","232491922.3","257722565.5","272609469.8","287861627.6","262911137.8","279286678.7","269605349.7","297885046.7","299712992.6","358712496.2","395630618.8","460336601.1","486891630.5","566640519.7","810010699.4","845231817.3","898678026.1","768541095.7","769520335.7","802385752.1","820599815.1","943103980.6","1227496569.6","1702240895.4","2266964232.8","2321379194.7","2552579803.4","2900369858.3","3206547225.4","3170133063.9","3428662710.3","",
"Dominica","DMA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","14433362","20521207.3","39153669.8","51482178.4","58688420.9","61404138.2","75382488.2","76660400.7","80613353.7","90754904.8","98099584.9","97714468.8","98251335.7","99698516.3","104872376.3","116474724","105116658.4","113898854.9","134177325.7","183329449.5","232891070.6","248883164.5","307393729.2","324952433","294216801.6","272826815","265526478.1","260470785.8","271883558.1","271398373.2","280448697.4","304777493.7","488948659","481925897.2","496007934.8","536051362.9","521050824.9","505427809","460210461.4","480930079.6","509985025.6","598841701.7","598135919.1","",
"Dinamarca","DNK","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Dominicana","DOM","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","389548000","439941275","480997700","516415715.8","625955086.1","729788380.4","875533547.7","1189250133.7","1406647193.4","1682577859.2","2081568255.2","2372036370.9","2598219687.8","3002656798.7","3184573375.5","3573469225.6","3762208698.8","4012437196.7","4072680854.7","4159662668.6","4484666420.4","4599353573","4716244896.4","4957324456.8","4366328681.9","4532953461.9","4414764302","4309979738.7","4473713207.6","4794696438.9","4617977128","5212380882.2","6574924040.6","7276848800","7818993970.6","7751825568.3","9219827515.2","10747913578.6","10609348066.3","11853860787.9","13498619112.4","15097329632.2","22101544978.2","23957826085.2","26269413480.3","26727445939.7","28291425524.5","29455812951.6","31864082651.9","35095621459.1","40559732187","43884654717.7","48242944484.2","52256628608.7","",
"Argelia","DZA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","939559305.4","1260807888.7","1549785827.5","2991368810.9","3365980296.4","4632815496.7","6114379902.6","10598959726.9","15733600491","18505548616.7","19363299072.8","18370318142.2","17639470178.6","16367488197.1","15890285871.5","18260741782.4","22649736536.7","24448828591.3","26101327226.2","27248503765.9","28153911739.3","28489965549.1","27351247767.3","26274665108.1","30239373924.7","33048876968.7","33651326322.4","30896804008.7","30686949509","28203525381.3","25461612754.1","22747999963","23038017583.3","23769718848.8","22415754059.3","17082006705.4","5899284213","6130383257.9","6240543720.9","7414292616.4","7252969908.9","6053727067.1","5515694091.7","5245606715.5","5521188948.6","4671396332.7","5463001796.7","5706818288.8","5710491550","5492379098.5","5177878073.5","7378779146.5","7129257355.9","7315265959.9","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","7026035434.9","8817214911.6","10479313752.7","12297993547.6","15147878788.8","18711976028.9","23655441434.4","29784502219.1","36653345878.2","43437510935.7","54399399056.5","64317454886","75081115444.9","83408920386.2","89212992782.3","104154212254.5","120928242092.6","147259435582.8","157076696849.2","186563459679.2","217768034182.1","246072462372","273820967535.7","302092104026.1","353288921577.3","421587138918.9","454842432154.8","479396338313.5","491354526872.4","494756268614.7","456151253751.7","469868642974.8","466232160739.9","495243236209","540364366281.2","581275897756","619965929098.6","690598615607.6","717993375611.3","829275418287.9","1193011604105.3","1558844411079.5","1741943850242.6","2100336174647.6","2443476128870","2001279208510.4","2111583356604.5","2488752160406.3","2798013797684.4","2992481530745.4","3264784198141","3697308523957.8","3415088632734.4","3393113481683","",
"inicial del dividendo demográfico","EAR","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia oriental y el Pacífico","EAS","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europa y Asia central (excluido altos ingresos)","ECA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","5075880995.8","6402531669.7","7487194493.4","9002238743.7","10273530956.2","11685564423.5","14318940784.5","21588452098.6","27396292669.9","31909776491.8","37625763685.5","39888316606.7","39621714743.6","40805944515.4","41255709573.4","48266651270.2","54436606754.5","63415517066.6","62170653168.3","60726290584.4","67567434907.5","67869835554.2","74724062678.6","93094102080.9","94492604765.2","106729348591.6","115646958549.8","126825744292.8","146532967467.4","159177712162.7","180219572457.3","188262467143.9","212808670565.4","242794661195.8","280005602981","309133559889.7","407478726790.7","528219004579.2","601894448534.6","621695836401.7","697218969042","733474168719","788340434103.1","882022990081","881386820423.9","852157370074","864255041643","930703038196.1","910058621420.4","913707991079.4","965310482154.1","988000144853.8","1029410583145.3","1121762020384.2","",
"Europa y Asia central","ECS","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","402122588.1","432364315.1","535905146.8","573939123.7","708698193.9","993879992.3","1214102930.2","2485664571.4","4088901233.8","4637392148.3","6108962611.2","7772614471","7807592417","7692947367.7","8400083081.3","8792328903.3","9418379203.6","10553659498.1","10808917407.5","11376206174.6","12162620647.2","12521018295","12262513163.2","14119794865.7","18105551174.1","17002047905.1","17456887682.2","18363272531.6","18521805480","19110081292.1","17182982890.6","17813559063.3","19585719133.3","19976582978","20632713680.6","20431754371.7","20394197070.3","21117567758.9","19033218167.9","13376883645.9","15389312133.4","16180581867.5","16260757649.6","19094570319.9","24984256767.9","28405810428","35395057632.2","41170619133.1","44972778938.7","51908820292.2","56397276775.8","58115985989.7","60683764801.2","60563619918.5","",
"Egipto, República Árabe de","EGY","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","1801624657.4","2049117407.7","1952436870.5","1991608099.4","2209478866.4","4835420182","6357338118.1","11733540781.4","12857846527.8","14905845250.8","19130724407.9","22077857201.7","27323635750.8","30213012849.9","32187450012.1","36124676237.8","39891292452.4","44151539093.1","46148551466.9","45676111287.4","33015720171.3","32604272498.3","31168986021.5","30651243858.9","32499139580","33475216024.7","31512670142.2","29952913694.8","32347186890.4","31121616151.4","29232716500.9","28331673242.3","29671747582","30467606765.2","31403286339","30575696632.4","31028391832.6","34604548133.8","33925338196.5","35417097883.9","36803931990.1","35208762810.6","40061753451.8","46534987114.9","41772774970.9","49873938935.6","69188517055.2","84587108845.3","99457163486.3","114910260649.9","132538717154","145998330659.9","163092456403.3","168062300503.6","",
"Zona del Euro","EMU","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29056800.1","36689461.6","44286454.5","75455613.8","146136192","273362649.1","329696750.6","432797640.1","540750572.1","656094138.2","760244436.6","757208868.8","822735305.2","896724741.4","997784245.2","1050653956.3","1037322233.9","1051012567.3","990963322.4","942827437","907610925.5","875473801.3","800798598.7","825670657.9","797462901.6","779332773.6","798652429.3","772098727.5","727107699.5","725941139.1","",
"España","ESP","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Etiopía","ETH","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","169291507.9","204419405.7","226992441.5","256405145.8","283128081.9","343674712.5","402645522.9","500727416.8","567285829.4","740065951.6","823661624.8","1841818082.1","3279545191.2","3845189805.4","4222435578.9","5212468612.5","6144432381","7377385232","7717008720.8","7855586230.1","8645231101.2","9133608406.4","9355564836.4","9717488583.7","10079654017.6","10324075338","10091749359.6","10090618084.6","10360532218","5572314681.4","5516263792.3","5745843979","6552441032.8","7281813432.4","6568177206.7","6175805430.4","2220991208.6","2592599173.4","2847636291.2","5361419433.9","7287411658.5","8607523904.7","10465118049.7","12585463066","16946037499.2","20443875424.1","23396722284.1","26170602394.7","29842524863.7","30377335498.2","32363947104.1","32000087807.2","30636877243.1","33290272173.2","",
"Unión Europea","EUU","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Frágiles y situaciones de conflicto afectados","FCS","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finlandia","FIN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","11665440","14810208.6","20721484.6","47197248","54507121.5","59299120.5","63899866.3","120597359.1","103213454.6","141674748.1","216321921.5","276430731.2","302393413.9","332406077.7","314560182.5","335680653.4","339619142.3","364679007.7","370909718.9","316399872","318026329.3","282093980.4","257427622.5","246248945.3","196861157.8","183417026","165771501","158130798.8","168365632.2","231848126.2","194527935.4","181389690.1","211378367.3","258131310.3","263742090.4","302666509.7","373224464.8","397932776.2","689116436.7","1067927268.5","1107442022.4","1135273517.9","1283656604.2","1327112540.4","1433374045.4","1492464435","1401041843","1662594373.7","1628412658.2","1831700627","2047345488.9","2498008201.2","2988044051.5","3347681715.8","",
"Francia","FRA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Feroe","FRO","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabón","GAB","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","103822382.2","145538293.9","229636306.8","396230224.3","528014042.9","882643164.9","1234281993","1476400117.3","1512811249.8","1722573959.5","1514020947.9","1135600329.5","1000623472.4","914890557.4","919426012.8","1206162951.1","1943574170.3","2618902681.7","2844956364.8","3350495573.9","3982877605","4222977719.5","3850442852.3","3862504189.7","4173198026.2","4362737008.3","4313553814.7","4282600648","4430828795.7","4006728293.6","3930290528.8","3447234061.4","3517028368.8","3806803406.1","4111417357.2","3982408562","4367730175.2","5131344448.2","2487040013.1","2711428130.7","2914864858.2","3182959184.2","3241048492.7","4822851463.7","4646619425.6","5131574603.4","5386777813.9","6578650826.9","6896066351","7291337257.7","7729911668.2","7833659231.8","7997425429.6","7588099791.8","",
"Reino Unido","GBR","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79312483","558986470.1","1450018420.1","1240357909","1361321590.8","1465764166.6","1648137048.9","1851041690.9","1825515848.6","1909485070.3","2034422947.1","2148630818.2","2316620171.1","2156209501","2573385096.3","2986949884.4","7721515061.9","8672797229.9","8790390910.4","10817606103.3","12624705945","13603272110.6","14157391179.6","14874617981.4","16320114022.1","16423919315.4","17326170250.1","18757549511.8","20089586516.9","22053890362.6","23982271472.2","24467544298","",
"Ghana","GHA","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","572138164.6","542386913.4","601807880.4","756428483.1","730055396.5","720589134.4","710690900.3","1066624519.4","1278646090.2","1281964511.1","1398364945.5","1538834501.5","1484226949.7","1666180356","1963074302.9","2256468113.8","2766891477.4","3313222736.3","3131102815.6","3402456463.2","3880932790.8","4380166480.7","4508061699","4886542112","5469152460.4","5935777124.3","6442990348.8","6347327632.8","6969089358.3","7103705178.5","6743341663.2","6860995876.9","7640294825.3","8301000837.7","7243731089.5","8091993817.5","6059739098.4","8311291215.1","10058853977.2","12962573037","17984659771.3","21317880741.9","23151628039.4","28508533533.3","28517251145.9","31306595150.8","34860777089.7","33834901614.6","35613059069.1","32594881069.8","40593555085.6","43805044739.8","42671875427.3","43741980956.1","",
"Gibraltar","GIB","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","336538268.5","450888914.1","525057663.4","633741807.2","756104761.2","786310948.4","836375367.8","930312967.8","1053329789.7","1171297355.1","1138754761.2","1375342328.8","1369541779.3","1345686447.6","1256355640.9","1463775807.2","1763025058.9","2068868486.5","2261520052.6","2166158233.4","2430250483.9","2559675335.9","2594685886.3","2769171417.2","3041841275.2","3197334274.3","3208155193.2","3485269717.6","3540895065.5","3204587497.5","3077966048.7","2909940903.9","3162360510.6","3172816864.8","3213855090.6","3080188084.2","3156609938.3","3303261166.1","3196241393.2","3225732941.5","3239064176.1","3204983552.2","1338544650.1","1678521277.1","1841210155.9","2038505983","2217230661.2","2389897375.8","2590666017","3539865720.4","4117019182","4641861330","4903692018.9","5164136103.9","",
"Gambia","GMB","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","5076000","5479788.1","7363300.6","8860001.6","12224401.5","13415000","15427601.5","38015802.8","49814426.7","81190316.2","136794649.3","176028514.2","207092702.7","211728665.6","230291916.7","245076853.8","270132607.5","326670313.3","325153968.4","337733390.8","369107805.3","383161876.9","403393643.3","425974575.1","422977251.4","426068749.7","451989840.9","424645554.3","459520620.6","471742641.4","490135711.9","494508599.3","583775769.6","643381438.2","679691270.3","661826687.4","709322151.4","690822190.6","391243687.5","531073521.2","543809679.3","515906627","565576213.2","582880967.8","558419261.5","586005734.1","623076239.2","754615476.1","777981034.3","851796355.9","964018162.5","1112738213.7","1179606116.4","1325048605.3","",
"Guinea-Bissau","GNB","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","0","0","0","0","0","7903500.5","16172701.6","25849862.3","51399777.5","69510697","137332753.3","149446902.5","170159605","198812301","254002180.8","319396839.1","372249867.5","485400954.7","569144690.3","598499893.1","697504207","750546467.4","764629993.3","789803311.4","852536430.8","896864789.9","938792769.8","924085531.8","973399599.9","943385217.5","951834343.1","906107735.5","980940699.6","1068441068.2","1117785117.2","1028440668.4","1053141767.9","1098070823.2","1106376546","1133118525.2","1097009336.1","278057878.3","275931029.5","289528655.1","327801895.4","394322266","403104383.1","473372189.7","556970936.1","657103331.5","869821712.8","1066367108.7","1072539503.4","1128036823.2","",
"Guinea Ecuatorial","GNQ","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grecia","GRC","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Granada","GRD","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","16048000","9107715.9","8931619.7","8980951.9","9274607.5","10525917","10642862.4","14396012.2","19119750.3","22361284.9","21536329.9","34017737","45419806.9","58501940.7","55598855.3","59764950.9","65312669.5","80338248","90751128.9","91648351.6","112883317","124502215.7","117298720.7","149341231.6","130260020.6","128146012.9","140689393.7","116640568","172158149.2","137900702.4","199420878.4","235652510.6","372086143.1","369076336.6","429599096.4","362225849.5","452574948.4","487671808.2","538874448.7","556610998.4","560589966.8","532309611.8","589250059.8","586831002.2","637672103.3","601161099.1","622125784.3","561492097.2","577983366.3","545922057.5","681649747.6","753308960.2","699769056","727141919","",
"Groenlandia","GRL","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","192905000","219103000","234065000","280352000","325354000","396868000","465475440","744635179.9","909888330.4","1142203893.7","1269754662.5","1368802607.7","1654445085.8","1925687830.4","2486022261.1","2787414340.4","2915605759.5","2891484672.5","2707894026.9","2701287648.9","2911024152","2867141152","2822946041.7","2945010418.7","3162188947.6","3335545326.7","3414092731.3","3513160298.8","3691416630.7","3873237129.5","3948027445.6","4381821175.1","4527094223.8","5157578025.6","8094354233.7","9506426234.1","10946171835","12678187392.3","13823078747.7","14824423718","15043073564.1","16281345423.5","15367094881.6","17484024750.5","19511836131.6","20378217942.1","21129829604.4","23264893723.8","24274929980.6","24596433139.3","24357414712.1","26313444120.1","25269486615.2","25364845251.6","",
"Guam","GUM","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","82870994.6","156692603.4","158437579.3","178511425.6","221016020.1","328651332.4","426652641.9","526512349.1","611104607.8","686832901.5","842654972.3","916874252","1006253020.8","1254134872.5","1313853315.8","1526166926.4","1663808255.4","1765744327.6","1894110767.7","1660210656","1963150253.4","1977631781.7","1913525234.7","1967750372.7","2051880898.6","2118471710.1","1607335579","1590512898.5","1480883510.6","1433536564.9","1374473166.9","1327603202.2","1390166088.4","1454158541.9","1368422040.1","1238833544.5","1163165911.8","848663074.1","990493994.7","1427924569.8","1408397852","2006674225","1974205213","2302019509.3","2341948615.5","1636917068","1643860201.4","1582078487.6","1607000663.7","1530459137.7","1506687262.6","1889705076","2070108385.6","2952573717.3","",
"Ingreso alto","HIC","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong, Región Administrativa Especial","HKG","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","158332049.5","195525800.6","221179512.3","256095856.2","351485456.7","451047275.3","442654582.3","837192552.6","1024364382","1278417162.9","1572745693.6","1806705071.9","1948506802.3","2237516604","2407554578.9","2856023287.7","3098898300.3","3419824288.9","3426284929.6","3492341919.2","3816730011.6","3483455267.6","3970308051","4432302415.1","4792475230.1","4910255065.8","4806522988.7","4943512916.2","5100413863","5583856168.8","5616776612.6","5159558392.8","5491495663.9","5656942754.9","6205542461.2","5170226183.5","3987694941.5","3010680924.1","3517193356.3","3835948442.9","4008010903.5","4419471950.2","5086242375.9","6871384044.4","7374992615.7","7634387493.8","7621689846.3","8749704481.5","9177024593.1","9755669687.5","11074425349.5","12507763354.8","12638567154.6","12820575274.5","",
"Países pobres muy endeudados (PPME)","HPC","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croacia","HRV","Deuda externa acumulada, total (DOD, US$ a precios actuales)","DT.DOD.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
