periodo,CICLO,TRIMESTRE,deuda_total_economia_musd,deuda_bruta_publica_musd,activos_fx_publico_musd,posicion_neta_publico_musd,deuda_publica_lp_musd,deuda_publica_cp_musd,deuda_gob_federal_musd,deuda_organismos_empresas_musd,deuda_banca_desarrollo_musd,endeudamiento_neto_total_musd,endeudamiento_neto_lp_musd,endeudamiento_neto_cp_musd,endeudamiento_neto_gf_musd,endeudamiento_neto_oye_musd,endeudamiento_neto_bd_musd,fuente_bancario_musd,fuente_comercio_ext_musd,fuente_capitales_musd,fuente_ofis_musd,fuente_pidiregas_musd,acreedor_eeuu_musd,acreedor_ofis_musd,acreedor_japon_musd,acreedor_otros_musd,moneda_usd_musd,moneda_canasta_musd
2023-04-01,2023,2,323905.6,220488.0,3975.4,216512.6,211620.2,8867.8,119553.6,93999.1,6935.3,-961.8,-928.6,-33.2,725.3,-618.2,-1068.9,43901.5,15920.4,509078.0,93001.8,1303.7,109494.2,30713.6,6381.7,15939.5,167508.7,12.6
2023-07-01,2023,3,319068.8,215250.2,2660.4,212589.8,207470.1,7780.1,117834.8,90352.4,7063.0,-3805.0,-3584.6,-220.4,-700.6,-3258.1,153.7,42164.7,15077.9,504910.7,90158.1,1018.8,106697.4,29914.5,6050.1,15357.9,164746.3,11.1
2023-10-01,2023,4,319481.6,215107.8,2031.3,213076.5,207100.6,8007.2,118904.4,88002.0,8201.4,-2264.5,-2472.5,208.0,-512.5,-2810.3,1058.3,41380.7,14676.2,499387.2,89675.2,876.2,108228.7,30110.3,5643.6,14852.9,163082.7,11.2
2024-01-01,2024,1,332858.0,222028.3,2007.3,220021.0,214515.0,7513.3,128283.0,86114.2,7631.1,8176.6,8689.3,-512.7,10422.3,-1661.6,-584.1,41788.0,14914.4,519298.6,92802.9,1466.4,112765.3,30840.6,5395.0,16594.1,170043.9,10.6
2024-04-01,2024,2,323884.3,219009.8,5085.1,213924.7,212409.8,6600.0,127367.6,84619.9,7022.3,-2147.6,-1215.7,-931.9,-219.3,-1399.0,-529.3,37962.3,14522.2,517418.2,91330.2,1293.7,112673.7,30185.0,5204.2,15449.1,166794.0,10.4
2024-07-01,2024,3,328790.2,224748.5,4931.0,219817.5,217980.8,6767.7,128907.8,88983.4,6857.3,3743.4,3594.4,149.0,-152.7,4044.4,-148.3,41121.9,14645.0,519993.3,90246.5,1049.2,112988.4,30298.4,6201.5,16085.9,168884.1,10.3
2024-10-01,2024,4,326100.5,221048.0,2721.3,218326.7,213870.5,7177.5,125121.8,88212.4,7713.8,-248.2,-641.9,393.7,-1002.6,-135.1,889.5,41447.4,14236.6,520856.0,87195.3,915.6,113060.2,28765.5,5541.6,15868.7,168703.0,9.8
2025-01-01,2025,1,346906.6,239987.9,9348.4,230639.5,231029.2,8958.7,138734.6,94499.8,6753.5,17113.1,15345.5,1767.6,12097.8,5999.3,-984.0,51277.8,13783.6,554556.0,88690.0,1511.6,121237.2,30143.4,8061.4,17212.4,182800.2,9.5
2025-04-01,2025,2,352400.1,240253.4,7821.8,232431.6,231764.6,8488.8,140645.7,92805.3,6802.4,-3614.5,-3133.2,-481.3,-1325.1,-2261.6,-27.8,49233.6,14320.8,566716.9,87314.4,1341.3,121845.7,29501.5,7758.2,16788.8,178659.4,9.7
2025-07-01,2025,3,,243107.9,4898.2,238209.7,240889.4,2218.5,139341.9,96713.7,7052.3,3236.6,9514.6,-6278.0,-973.7,3972.4,237.9,35901.7,9446.6,379198.8,55285.1,761.8,129293.2,27689.1,7782.3,15810.5,183243.4,9.6
