periodo,inpc_q_eoq,inpc_q_avg,inflacion_yoy_eoq,inflacion_yoy_avg,PIB_USD_corriente,ingresos_mmxn_USD_corriente,gasto_mmxn_USD_corriente,balance_mmxn_USD_corriente,rfsp_total_miles_mxn_USD_corriente,rfsp_sin_ingresos_rec_miles_USD_corriente,balance_tradicional_miles_USD_corriente,ingresos_totales_miles_USD_corriente,gasto_totales_miles_USD_corriente,incurrimiento_neto_pasivos_miles_USD_corriente,adq_neta_activos_fin_miles_USD_corriente,deuda_total_economia_musd,deuda_bruta_publica_musd,activos_fx_publico_musd,posicion_neta_publico_musd,deuda_publica_lp_musd,deuda_publica_cp_musd,deuda_gob_federal_musd,deuda_organismos_empresas_musd,deuda_banca_desarrollo_musd,endeudamiento_neto_total_musd,endeudamiento_neto_lp_musd,endeudamiento_neto_cp_musd,endeudamiento_neto_gf_musd,endeudamiento_neto_oye_musd,endeudamiento_neto_bd_musd,fuente_bancario_musd,fuente_comercio_ext_musd,fuente_capitales_musd,fuente_ofis_musd,fuente_pidiregas_musd,acreedor_eeuu_musd,acreedor_ofis_musd,acreedor_japon_musd,acreedor_otros_musd,moneda_usd_musd,moneda_canasta_musd,CuentaCorriente,Exportaciones,IngresosTurismo,Remesas,Importaciones,BalanzaBienes,BalanzaServicios,BalanzaIngresoPrimario,BalanzaIngresoSecundario,TasaMXN,TasaUSD,tcn_mean,tcn_eop
2016-01-01,89.91,89.6914,2.6,2.69,1081729.6214268317,58.61061746894582,61.45981308261186,-3.4078059161813874,-5765.337972477538,-7803.213680437179,-3407.805947346279,78281.96748444522,81781.98613909616,20748.97454774926,16596.962945331354,289584.7,176066.4,2142.2,173924.2,172291.6,3774.8,88339.1,77415.6,10311.7,12668.3,12047.9,620.4,4914.5,7432.4,321.4,31059.9,24924.6,371436.0,85247.0,1334.6,51693.8,28454.4,7970.7,3254.0,138879.8,18.5,-10139.615985,85148.475,5276.036973,6335.405106,89138.68,-3976.055053,-2260.454504,-10277.496514,6374.390086,3.4918,0.36,18.0652,17.6923
2016-04-01,89.324,89.3916,2.54,2.56,1137028.3260231088,70.80434894937416,74.9322539035493,-3.0437905219666264,-5765.337972477538,-7803.213680437179,-3043.7904943113,92540.69481241392,91687.9947676123,-5236.163763779266,-3853.370022732679,291734.2,179904.8,4518.1,175386.7,176708.0,3196.8,90287.7,80253.6,9363.5,4386.2,4965.4,-579.2,2062.6,3099.0,-775.4,33165.5,25187.1,387999.2,84625.3,903.8,52336.7,28492.7,9889.3,4028.3,141305.7,18.3,-7486.754423,93748.002,4838.005851,7112.897009,96819.371,-3054.042669,-3382.87057,-8224.004516,7174.163332,3.7555,0.3733,18.0797,18.6506
2016-07-01,90.3577,89.908,2.97,2.78,1116323.7168788484,62.01534713848189,69.31582603058403,-7.185908922302019,-5765.337972477538,-7803.213680437179,-7185.908877482419,81058.60066802548,89451.18798621262,19281.23542029047,11027.49453094153,292135.3,183155.8,2484.9,180670.9,179743.2,3412.6,88367.8,84512.8,10275.2,2985.8,2771.8,214.0,-2114.9,4126.2,974.5,39955.2,24086.3,396887.7,85629.8,676.5,49896.6,28475.9,10402.3,5048.8,145046.4,17.6,-4930.634544,94920.486,4437.57166,7066.432987,100160.949,-5232.904391,-2340.467583,-4488.376361,7131.113791,4.2609,0.3967,18.7418,19.1678
2016-10-01,92.039,91.5207,3.36,3.24,1110562.2420646932,67.81671521682104,79.88854869645054,-12.7397743810158,-5765.337972477538,-7803.213680437179,-12739.774401194583,80647.6105292895,98520.4486752628,26535.23775652279,8669.257622535666,288917.3,180986.0,3293.5,177692.5,177892.8,3093.2,88157.0,82687.8,10141.2,573.6,895.6,-322.0,1387.6,-859.0,45.0,29624.4,23018.2,399775.0,85440.7,578.2,62228.8,28601.6,8060.2,4554.4,144184.8,18.1,-2725.307955,100136.651,5098.037517,7116.40869,100968.536,-818.500323,-2601.960375,-6466.813414,7161.966157,5.087,0.45,19.8228,20.5156
2017-01-01,94.7225,94.1571,5.35,4.98,1077033.807577425,72.6012034566106,58.454070321097305,15.183773933491198,-5765.337972477538,-7803.213680437179,15183.773925090394,97821.10414046534,85186.68104464706,6875.7875628831935,19818.22183029398,293721.6,187249.3,6534.4,180714.9,183943.1,3306.2,90513.9,86224.1,10511.3,5526.3,5316.7,209.6,1919.3,3485.0,122.0,28243.8,21889.9,419599.8,87268.0,1072.5,62479.4,29323.2,8213.1,4990.5,146042.8,17.1,-13314.290559,94710.574,5799.59036,7065.336904,97484.507,-2742.467932,-3900.277851,-13720.398365,7048.853589,6.0389,0.7,20.3552,19.3556
2017-04-01,94.9636,94.8427,6.31,6.1,1203662.0724640803,63.40831536630551,72.41629707795705,-9.005026501949464,-5765.337972477538,-7803.213680437179,-9005.02649548715,88079.62545505461,93505.40066346424,2873.528100295113,-2697.4658035887387,297101.1,188441.0,1123.1,187317.9,185635.8,2805.2,89471.9,88653.1,10316.0,-974.7,-469.4,-505.3,-2151.9,1505.2,-328.0,25790.8,21463.5,424956.8,87920.1,974.5,60982.4,29339.3,8081.4,5078.5,145299.2,17.8,-2712.458904,102659.183,5307.29361,7813.077447,102965.548,-304.346799,-3894.766953,-6348.682855,7835.337703,6.6456,0.95,18.5692,18.1612
2017-07-01,96.0935,95.7367,6.35,6.48,1258234.261562891,62.62941982706864,67.08116946375567,-4.41234461651545,-5765.337972477538,-7803.213680437179,-4412.344673186663,89949.16710152003,94509.8581536407,16941.910942032646,12077.451310451632,307389.4,193724.4,1899.1,191825.3,191261.0,2463.4,90635.0,92943.5,10145.9,4146.3,4493.4,-347.1,542.4,3745.7,-141.8,27349.1,20668.4,438695.2,89517.6,873.5,65896.9,30054.7,8018.9,5211.8,149495.8,18.2,-5123.075992,101853.381,4830.807866,7892.509044,107907.114,-6081.864918,-3536.0536,-3412.857471,7907.699997,7.0,1.1533,17.8221,17.8192
2017-10-01,98.2729,97.5554,6.77,6.59,1237487.6691860282,62.07799031488499,76.66568640283745,-15.923053923659124,-5765.337972477538,-7803.213680437179,-15923.053898852564,87803.47529372024,104069.0861157147,-2438.0817138695065,-19738.197143550824,306570.6,193981.2,1637.2,192344.0,190728.7,3252.5,91072.2,91780.0,11129.0,-198.9,-982.8,783.9,47.2,-1444.9,1198.8,28003.0,20015.1,441452.6,90120.3,848.6,65164.8,29964.4,7826.2,5343.0,148693.6,18.7,-252.951409,110209.437,5398.506376,8171.990823,112036.418,-1854.105064,-354.908303,-6218.821744,8174.883702,7.0489,1.2033,18.9466,19.1265
2018-01-01,99.4922,99.1528,5.04,5.31,1236376.2841340613,67.1698662958143,73.4297203513675,-4.9034288155480645,-5765.337972477538,-7803.213680437179,-4903.428819814822,97730.9663672825,100860.7343089986,16145.975114135768,12484.481535606092,316169.7,202606.6,4465.9,198140.7,199268.3,3338.3,96402.9,94958.2,11245.5,7026.6,6947.4,79.2,4486.0,2662.1,-121.5,29959.9,20119.0,461341.5,90276.4,1459.8,75521.6,30179.7,8440.4,5524.7,155696.2,17.9,-12101.422097,105296.586,6227.596333,7332.137938,107024.953,-1765.727957,-3097.520506,-14517.786379,7279.612745,7.3944,1.4467,18.7496,18.6604
2018-04-01,99.3765,99.1751,4.65,4.57,1243814.8819664528,64.0324171085517,72.78267712246529,-5.915540400917266,-5765.337972477538,-7803.213680437179,-5915.54038803432,91210.1357347144,100364.2588956739,5028.981216665378,-3504.8538300997143,313263.5,200903.0,5109.5,195793.5,197849.9,3053.1,96244.7,93944.2,10714.1,956.0,1249.8,-293.8,1214.7,28.1,-286.8,28588.7,19970.8,466185.0,88895.0,1327.0,73933.2,29927.7,8672.1,6663.1,150311.4,17.4,-3886.04886,113879.114,5354.406856,9273.282253,116621.543,-2783.143131,-3433.737467,-6900.855687,9231.687425,7.5275,1.7367,19.4055,20.3168
2018-07-01,100.917,100.4394,5.02,4.91,1278559.0446078044,67.953012120254,69.63687628382473,-5.495614052854847,-5765.337972477538,-7803.213680437179,-5495.61399625853,96273.73440834715,99871.8011224409,11722.15176665876,7254.813374436802,313192.2,201811.4,3535.5,198275.9,197407.3,4404.1,96000.2,95008.9,10802.3,1149.7,-191.0,1340.7,21.7,1181.8,-53.8,29310.4,18922.0,463883.3,90313.3,1120.7,74201.5,30225.5,8887.8,7169.2,151665.2,17.5,-5807.488048,113988.022,5090.489399,8687.421813,119743.297,-5803.433961,-3537.750481,-5127.13326,8660.829654,7.75,1.9233,18.9765,19.0382
2018-10-01,103.02,102.2543,4.83,4.82,1266333.1195032585,66.70992121483975,74.52762732784646,-9.271722062062466,-5765.337972477538,-7803.213680437179,-9271.722064582462,96729.73938199611,107436.59367077764,3433.642150463931,-7931.329801978701,312052.0,202355.3,1048.0,201307.3,198204.6,4150.7,95845.6,94691.2,11818.5,966.3,1228.9,-262.6,-42.1,-76.0,1084.4,28819.8,18558.1,466677.3,90576.2,894.1,75590.4,30214.6,8801.2,7377.6,152597.3,19.8,-4136.844944,117549.006,5853.879927,9142.274479,120912.574,-3415.325441,-3774.175551,-6042.222358,9094.878406,7.9103,2.22,19.8413,20.1477
2019-01-01,103.476,103.221,4.0,4.1,1277791.870187878,67.43479193932106,70.23114273815288,-1.274530560405637,-5765.337972477538,-7803.213680437179,-1274.5305659237974,95841.20436455258,96339.85861015238,5928.708229867825,5240.39178939368,310641.2,206299.0,4136.3,202162.7,198426.3,7872.7,97956.5,96876.6,11465.9,4599.6,889.0,3710.6,2444.0,2560.9,-405.3,37784.6,17272.9,471389.4,92326.5,1518.8,78768.5,30697.3,9457.4,7748.9,158270.8,18.9,-11515.761947,108093.855,7044.711488,8072.097195,109867.571,-1815.665659,-1456.471269,-16286.474221,8042.849202,8.25,2.4033,19.2093,19.2419
2019-04-01,103.299,103.3543,3.95,4.21,1308716.3956697646,69.37178381754885,74.58563509246964,-4.988797925574734,-5765.337972477538,-7803.213680437179,-4988.797894472729,96906.61045654606,100004.93805735314,4384.8777351468325,171.6202837339132,317886.0,208710.0,5790.5,202919.5,200415.2,8294.8,101094.3,96486.8,11128.9,1666.7,1106.1,560.6,2718.0,-663.4,-387.9,42100.5,17002.7,472603.4,92288.0,1303.5,79405.4,31055.5,9487.2,8837.7,157944.9,18.9,5057.729923,119261.452,6012.826995,9695.375737,114252.005,4963.800065,-1435.098674,-8143.323461,9672.351993,8.25,2.3967,19.1306,19.2962
2019-07-01,103.942,103.7663,3.0,3.31,1295810.1300291754,69.65875181768129,72.63806675379873,-2.0739204357289505,-5765.337972477538,-7803.213680437179,-2073.920428525118,90929.15190309816,96415.48468928329,9101.890594367633,5094.30156271708,312963.6,204680.5,1531.9,203148.6,202032.9,2647.6,101691.2,92687.1,10302.2,-2397.5,3258.7,-5656.2,1422.8,-3048.8,-771.5,39479.2,16672.7,475874.8,93629.1,1078.0,90896.8,31264.0,9466.9,9332.3,149060.0,15.6,-253.982185,116347.517,5514.770525,10040.728616,117386.952,-1098.731139,-4251.193499,-4928.6641,10024.606553,8.1087,2.19,19.4341,19.6033
2019-10-01,105.934,105.261,2.83,2.94,1334985.7704264603,73.11280062694948,83.29965652198734,-12.112478262291168,-5765.337972477538,-7803.213680437179,-12112.478266962147,91741.0657103265,112178.31772014592,8247.847559931284,-11479.726799495533,316401.6,204684.3,976.1,203708.2,200969.9,3714.4,99573.7,93705.7,11404.9,-1469.0,-2529.5,1060.5,-2922.7,453.8,999.9,27260.0,16706.4,476916.3,94056.6,890.6,91363.8,31453.7,8482.3,8144.3,147115.4,17.2,2840.847946,116901.055,6000.867549,9442.284343,113735.061,3118.104897,-2290.395737,-7390.773017,9403.911803,7.5842,1.6433,19.2679,19.1406
2020-01-01,106.838,106.7247,3.25,3.39,1270658.6887795285,73.38850334351689,74.2921868908052,1.3511127008492985,-5765.337972477538,-7803.213680437179,1351.1127008492983,98983.82629263424,100412.89588694747,11067.329346195713,11127.783979211505,325491.8,210399.9,3172.2,207227.7,206924.0,3475.9,102204.9,98418.5,9776.5,7126.8,7370.6,-243.8,3117.1,5165.9,-1156.2,26741.6,15727.8,494768.6,95111.4,1517.0,97414.7,31261.2,8383.2,8723.2,154078.6,15.6,-7033.887294,108324.829,5992.221916,9627.239636,104773.311,3518.513542,-1069.625168,-19200.898402,9718.122734,7.0534,1.26,19.9341,22.2018
2020-04-01,106.743,106.22,3.33,2.77,891239.284532849,48.85421348319421,61.73769825857429,-13.719898639082666,-5765.337972477538,-7803.213680437179,-13719.898639082669,58781.26709288175,71069.19380216993,16412.785955555937,4162.82136760194,333732.5,219273.0,6250.7,213022.3,213858.2,5414.8,109111.9,100943.4,9217.7,7853.8,5777.6,2076.2,6323.2,2134.9,-604.3,33276.4,17026.7,510990.6,94025.5,1310.3,102392.2,31407.4,8975.1,10821.9,161744.5,15.6,-354.945018,74386.425,522.019874,10155.101842,75547.557,-1164.876184,-3998.051281,-5494.746991,10302.729438,5.8132,0.06,23.3372,22.2575
2020-07-01,108.114,107.8083,4.01,3.9,1097547.0553437446,58.15613334147412,59.31596736903517,-0.6874094623013985,-5765.337972477538,-7803.213680437179,-687.4094623013987,68121.63693924715,77127.80667453608,8034.762607130418,-1175.1608464603432,338924.5,224360.3,4609.1,219751.2,215625.4,8734.9,111206.1,104188.6,8965.6,2942.7,-376.2,3318.9,723.1,2528.6,-309.0,42281.3,16681.4,517279.6,95059.7,1049.7,103138.5,31559.5,9311.4,11324.6,164329.3,14.8,16928.976432,111040.351,1601.10323,10957.1663,94832.773,16208.584131,-4349.938887,-5993.159039,11063.490227,4.7253,0.0933,22.1109,21.6688
2020-10-01,109.271,108.967,3.15,3.52,1261235.9503686386,70.52259222286483,85.62349933173597,-17.8838567922355,-5765.337972477538,-7803.213680437179,-17883.856792235503,84939.29773470647,104789.51405298484,3170.2497514057845,-17922.557572767877,336575.0,223648.6,2126.595,221522.005,217551.3,6097.3,112336.0,100908.9,10403.7,-3656.3,-1017.8,-2638.5,-742.6,-4106.3,1192.6,40092.6,18303.9,519596.1,98128.1,866.4,107739.3,32791.1,7069.1,11833.5,166745.2,16.6,17330.743363,123419.13,2880.269881,10964.425236,107832.283,15588.375002,-3021.307679,-6269.708828,11033.384868,4.25,0.09,20.5757,19.9756
2021-01-01,111.824,110.9803,4.67,3.99,1263018.8637996712,76.99023390883231,81.86773218627269,-4.086741979270225,-5765.337972477538,-7803.213680437179,-4086.741950724952,95201.30894845116,103837.6820745524,17691.31603555363,9715.728839585405,338903.1,229060.7,5686.1,223374.6,220716.6,8344.1,114890.1,104189.2,9981.4,7566.8,5320.7,2246.1,3864.9,4022.8,-320.9,42778.8,18157.9,527803.1,99685.0,1520.5,112088.0,32946.2,7456.6,12718.6,174129.1,14.9,-9317.716,111959.278,2960.196382,10932.003707,113371.355,-1423.984077,-4014.562963,-14790.77572,10911.60676,4.1167,0.08,20.3186,20.7781
2021-04-01,113.018,112.5423,5.88,5.95,1331024.2111286009,68.30838197036704,76.51708992329411,-7.403749490592908,-5765.337972477538,-7803.213680437179,-7403.749494040926,84347.98675761436,95713.10976188692,4906.18949104265,-5905.860180396272,340313.2,226818.0,5369.864,221448.136,219131.3,7686.7,114477.9,102738.0,9602.1,-2964.2,-2506.3,-457.9,-940.8,-1570.0,-453.4,43159.8,18154.6,528187.3,98856.2,1345.5,110204.0,32577.0,6828.2,13154.5,171969.9,15.3,6113.467547,124409.504,4845.930481,13450.411431,121627.763,2810.488636,-3172.046252,-6956.724653,13431.749816,4.0167,0.07,20.0115,20.0308
2021-07-01,114.601,114.0607,6.0,5.8,1329160.2089264486,69.47611693987434,75.58810422847553,-6.533828047988652,-5765.337972477538,-7803.213680437179,-6533.828053982239,88320.87606261301,96231.74977773782,17460.81637647717,8906.679802611206,338250.0,225921.6,12572.4,213349.2,217650.8,8270.8,115162.3,101593.4,9165.9,195.5,-388.1,583.6,1375.0,-792.8,-386.7,43263.3,17474.2,523366.7,97275.6,1058.6,110612.8,32245.8,6686.3,12714.9,172541.1,13.8,-3540.737783,123178.7,5482.774043,13828.990683,133244.724,-10040.924924,-2497.697485,-4839.84821,13837.732836,4.3832,0.09,20.0214,20.0248
2021-10-01,117.308,116.5843,7.36,6.99,1342100.1041877498,78.9672083465857,97.71965319743626,-18.817549854464847,-5765.337972477538,-7803.213680437179,-18817.549853019133,95945.45409859763,117086.34167028096,3091.1699195219503,-18061.787383740542,334586.6,221635.0,3214.0,218421.0,213298.1,8336.9,114837.5,97121.5,9676.0,-3379.5,-3445.0,65.5,261.5,-4191.2,550.2,43492.8,18245.9,513833.1,96114.9,872.7,107941.5,31624.8,6975.0,12199.7,167850.1,14.9,2182.430363,135401.532,6476.528773,14311.192368,137459.254,-2075.964658,-2713.508131,-7356.667627,14328.570779,4.9674,0.08,20.751,20.9344
2022-01-01,120.159,119.0473,7.45,7.27,1362979.9059483178,83.72261302291564,87.99214668941978,-2.85174958313018,-5765.337972477538,-7803.213680437179,-2851.7495855680154,108834.86060458313,114640.48035104826,27924.697854705017,22867.455046318868,337945.3,225678.6,7524.7,218153.9,217387.9,8290.7,119040.5,98210.8,8427.3,5232.5,5279.7,-47.2,5021.8,1482.0,-1271.3,43558.87,18751.0,518158.5,96368.8,1471.1,109797.9,32005.2,7175.9,14451.9,171905.8,13.4,-11580.647705,132160.364,6766.282449,12575.665618,136940.125,-4828.369364,-3596.752974,-15680.938541,12525.413174,5.8111,0.12,20.51,20.5796
2022-04-01,122.044,121.2917,7.99,7.77,1468347.1870682645,79.20444958328972,85.3263537623629,-5.8537299303238415,-5765.337972477538,-7803.213680437179,-5853.729943790243,112591.23636526865,123451.51726442525,7554.576581429334,-3297.8072708592063,331045.7,219998.7,4233.0,215765.7,211546.7,8452.0,115176.6,96416.8,8405.3,-2102.5,-2260.3,157.8,-1472.2,-650.3,20.0,45559.3,18165.8,503612.2,94100.6,1290.0,108523.7,31151.1,6759.1,15852.3,170497.3,13.0,-1839.412539,148765.379,7039.401886,15073.047505,156775.286,-8078.861683,-3536.295621,-5245.315357,15021.060122,6.8306,0.77,20.0499,20.0038
2022-07-01,124.571,123.774,8.7,8.52,1469011.2902572611,78.14767471194543,86.30283231841327,-8.519597688649194,-5765.337972477538,-7803.213680437179,-8519.597686673678,118264.02007121728,131134.50461529344,11774.690955605272,-1573.6143995179746,325107.3,217238.08,4316.2,212921.88,209085.38,8152.7,113826.98,94820.4,8590.7,568.6,875.8,-307.2,773.0,-432.2,227.8,44251.3,18787.7,497485.3,93179.2,1087.9,106555.9,31265.7,6137.2,15366.4,168791.3,11.7,-6360.969131,149004.193,6677.564606,15581.567383,162152.26,-13185.804958,-3849.632344,-4875.466883,15549.935054,8.1621,2.19,20.2479,20.0752
2022-10-01,126.478,125.917,7.82,8.01,1572964.6800241815,87.14108512367724,116.39623205295592,-30.60977261675548,-5765.337972477538,-7803.213680437179,-30609.772661461164,116275.58739706264,150759.73831937127,3937.174347068476,-29706.688172807768,321151.5,217786.08,1268.9,216517.18,209010.08,8776.0,115062.48,93603.7,9119.9,-3447.2,-4053.5,606.3,-1615.0,-2234.9,402.7,45726.0,18024.8,494691.7,94450.9,942.0,104847.8,31886.7,6218.4,15307.2,165251.1,14.0,860.784878,147767.544,7533.564689,15637.547801,149937.695,-2214.028875,-4497.672562,-8017.843495,15590.32981,9.7527,3.6533,19.6843,19.5894
2023-01-01,128.389,127.9237,6.85,7.46,1632977.5305204545,93.34836244913258,99.9901554829728,-5.281219672627972,-5765.337972477538,-7803.213680437179,-5281.21967284215,123933.6160098522,134535.12096273294,35279.10075444421,25374.67769704434,325680.9,221951.3,3674.0,218277.3,213072.4,8878.9,119391.6,94623.9,7935.8,3324.1,3240.7,83.4,3806.6,837.2,-1319.7,45039.5,17156.6,507298.0,95291.2,1512.8,110035.7,31680.4,6493.7,15984.2,169854.3,12.8,-20786.861376,141065.103,8902.95478,13970.315642,146019.817,-5019.558084,-4431.911284,-25240.790002,13905.397994,10.7806,4.5167,18.676,18.3887
2023-04-01,128.214,128.2203,5.06,5.71,1788780.5293782025,97.24880141114797,114.0983331789243,-16.724805675661937,-5765.337972477538,-7803.213680437179,-16724.805680746136,128477.80445601886,146599.350143205,16006.3790632644,-2412.62683101814,323905.6,220488.0,3975.4,216512.6,211620.2,8867.8,119553.6,93999.1,6935.3,-961.8,-928.6,-33.2,725.3,-618.2,-1068.9,43901.5,15920.4,509078.0,93001.8,1303.7,109494.2,30713.6,6381.7,15939.5,167508.7,12.6,1740.074432,150742.108,7418.276527,16267.154163,152769.117,-2003.893297,-5529.096562,-6942.874109,16215.9384,11.25,4.99,17.7019,17.2688
2023-07-01,130.12,129.499,4.45,4.63,1886991.476003728,101.45794258129187,115.80592260931245,-14.66984911981429,-5765.337972477538,-7803.213680437179,-14669.849109262614,132676.66103324364,150916.64873467805,21846.37387522056,3424.222340713645,319068.8,215250.2,2660.4,212589.8,207470.1,7780.1,117834.8,90352.4,7063.0,-3805.0,-3584.6,-220.4,-700.6,-3258.1,153.7,42164.7,15077.9,504910.7,90158.1,1018.8,106697.4,29914.5,6050.1,15357.9,164746.3,11.1,-1055.063,149887.698,6473.161735,16853.284515,155506.669,-5616.641284,-5940.132922,-6284.033904,16785.74511,11.25,5.26,17.0589,17.2841
2023-10-01,132.373,131.4757,4.66,4.41,1901762.2107427423,105.0089317970828,128.67445398367687,-23.25996233148611,-5765.337972477538,-7803.213680437179,-23259.962330916565,138819.05870292007,169552.099761361,499.5135278136907,-30068.76595891308,319481.6,215107.8,2031.3,213076.5,207100.6,8007.2,118904.4,88002.0,8201.4,-2264.5,-2472.5,208.0,-512.5,-2810.3,1058.3,41380.7,14676.2,499387.2,89675.2,876.2,108228.7,30110.3,5643.6,14852.9,163082.7,11.2,7506.597953,151306.554,7899.749448,16227.917881,150984.363,282.888359,-3692.405296,-5226.013122,16142.128012,11.25,5.33,17.5579,17.2099
2024-01-01,134.065,133.767,4.42,4.57,1892805.68345747,109.8612996222952,136.8034528163131,-26.64932175979856,-5765.337972477538,-7803.213680437179,-26649.32177862497,141903.01863814463,172521.15817713298,49685.47595514608,15966.63707390542,332858.0,222028.3,2007.3,220021.0,214515.0,7513.3,128283.0,86114.2,7631.1,8176.6,8689.3,-512.7,10422.3,-1661.6,-584.1,41788.0,14914.4,519298.6,92802.9,1466.4,112765.3,30840.6,5395.0,16594.1,170043.9,10.6,-24580.075234,143576.285,9806.841657,14082.642619,148555.901,-5018.678831,-984.0261,-32533.604739,13956.234436,11.2225,5.33,16.9974,16.8213
2024-04-01,134.594,134.339,4.98,4.77,1970009.3557309275,113.15414552444348,130.013303150314,-14.150188850683351,-5765.337972477538,-7803.213680437179,-14150.188856481833,143682.1386532451,160710.21332606592,29109.221438138924,13588.847378217431,323884.3,219009.8,5085.1,213924.7,212409.8,6600.0,127367.6,84619.9,7022.3,-2147.6,-1215.7,-931.9,-219.3,-1399.0,-529.3,37962.3,14522.2,517418.2,91330.2,1293.7,112673.7,30185.0,5204.2,15449.1,166794.0,10.4,-911.249792,156100.958,7771.225054,17243.847473,162037.017,-5933.592618,-2075.110138,-10000.696274,17098.149238,11.0,5.33,17.2459,18.1559
2024-07-01,136.08,136.032,4.58,5.04,1816556.6513935812,95.31857062394428,113.01016765202702,-15.502059713893582,-5765.337972477538,-7803.213680437179,-15502.059702280403,125024.70381123312,148843.08836570947,28046.882390202703,12020.000052787162,328790.2,224748.5,4931.0,219817.5,217980.8,6767.7,128907.8,88983.4,6857.3,3743.4,3594.4,149.0,-152.7,4044.4,-148.3,41121.9,14645.0,519993.3,90246.5,1049.2,112988.4,30298.4,6201.5,16085.9,168884.1,10.3,-2071.036363,156082.982,6688.725935,17033.294016,164639.207,-8549.149882,-4116.878118,-6338.305501,16933.297138,10.8462,5.2633,18.944,19.6321
2024-10-01,137.949,137.4003,4.21,4.51,1760389.651474798,93.01368433105164,122.25620528189174,-33.6912532903547,-5765.337972477538,-7803.213680437179,-33691.25331673927,133079.48624766647,166456.63337896703,21367.51895457374,-16098.780535158685,326100.5,221048.0,2721.3,218326.7,213870.5,7177.5,125121.8,88212.4,7713.8,-248.2,-641.9,393.7,-1002.6,-135.1,889.5,41447.4,14236.6,520856.0,87195.3,915.6,113060.2,28765.5,5541.6,15868.7,168703.0,9.8,10822.161976,161916.863,8689.483094,16386.597507,160985.903,926.828638,-1876.214913,-4528.829909,16300.37816,10.3379,4.65,20.0875,20.2428
