periodo,inflacion_yoy_avg,PIB_USD_2018,ingresos_mmxn_USD_2018,gasto_mmxn_USD_2018,balance_mmxn_USD_2018,rfsp_sin_ingresos_rec_miles_USD_2018,balance_tradicional_miles_USD_2018,ingresos_totales_miles_USD_2018,gasto_totales_miles_USD_2018,deuda_total_economia_musd_2018,deuda_bruta_publica_musd_2018,activos_fx_publico_musd_2018,posicion_neta_publico_musd_2018,deuda_publica_lp_musd_2018,deuda_publica_cp_musd_2018,deuda_gob_federal_musd_2018,deuda_organismos_empresas_musd_2018,deuda_banca_desarrollo_musd_2018,endeudamiento_neto_total_musd_2018,endeudamiento_neto_lp_musd_2018,endeudamiento_neto_cp_musd_2018,endeudamiento_neto_gf_musd_2018,endeudamiento_neto_oye_musd_2018,endeudamiento_neto_bd_musd_2018,fuente_bancario_musd_2018,fuente_comercio_ext_musd_2018,fuente_capitales_musd_2018,fuente_ofis_musd_2018,fuente_pidiregas_musd_2018,acreedor_eeuu_musd_2018,acreedor_ofis_musd_2018,acreedor_japon_musd_2018,acreedor_otros_musd_2018,moneda_usd_musd_2018,moneda_canasta_musd_2018,CuentaCorriente_2018,Exportaciones_2018,IngresosTurismo_2018,Remesas_2018,Importaciones_2018,BalanzaBienes_2018,BalanzaServicios_2018,BalanzaIngresoPrimario_2018,BalanzaIngresoSecundario_2018,TasaMXN,TasaUSD,tcn_mean
2002-01-01,4.75,887540.289374572,48.58237654811014,49.35989401588487,-0.9894550981780228,-7471.502230184823,-8098.667338562664,97001.81684437601,107896.40619698787,189132.3550277049,115348.30400879818,14218.050890958442,101130.25311783976,108657.17450205912,6692.53964994384,84443.60553257205,19561.50653687757,11344.602082553349,1675.1091129726692,177.67804380381878,1497.4310691688506,942.2576894421564,1047.877415481093,-315.02599195058025,20530.27491856982,28483.4825935979,185113.7289226881,71102.24067203293,8600.463406027704,47828.39113421939,23635.128226881312,11651.731272557092,8481.165290902281,101001.36602892172,5473.047806439535,-5114.721627269095,51720.08601894327,3403.501897081617,3066.2647395123545,53756.798153920805,-2019.2465609496649,-733.8482805547013,-5617.739089426684,3256.1123036619547,6.064491176470589,1.7333,9.1135
2002-04-01,4.77,936267.0836099456,52.73784695630349,48.24023806489588,4.483615172501496,-722.641452091408,-8098.667338562664,97001.81684437601,107896.40619698787,181467.70581575035,109063.1836459881,11785.6796336367,97277.5040123514,103059.46175984398,6003.721886144131,79934.42905553491,18002.770801448736,11124.584646173847,-6510.91116223997,-5869.963831537889,-640.9473307020802,-4705.03751077266,-1616.7095407689449,-189.1641106983655,16575.64511422734,28331.24317700594,173350.9984268202,70756.05208673848,9549.149818907874,46321.98135011144,23531.623610884097,10465.588372956909,7775.176623978455,95006.27545542349,5596.991065286033,-2843.230357147226,58037.14978165676,3001.078822229754,3607.102148736998,60131.81350907596,-2088.3381299265934,-2013.7752816314764,-2529.278619809075,3788.161674219918,6.064491176470589,1.75,9.4677
2002-07-01,5.25,926456.1114366225,48.7682077456753,50.75802839141864,-1.4974017199612253,-5985.907778824937,-8098.667338562664,97001.81684437601,107896.40619698787,180673.07167892117,109788.42040181048,10558.425493256977,99229.9949085535,103917.06187326807,5871.358528542399,80099.02413541476,17577.892764640685,12111.503501755036,1154.5103188619992,1256.2397117125442,-101.729392850545,689.5610691852947,-328.4286828006651,793.3779324773694,17129.782443192318,28340.890361167563,171364.62348605212,70120.91542490303,8622.64457047848,47858.738989469806,23406.249402087567,9344.213519767229,7985.270262331426,96696.77994540922,5588.158371974876,-3773.5557985840687,57568.55069071958,2807.6616603269918,3552.611809372529,59736.56130847128,-2186.833527986969,-1645.8651859282334,-3669.855565048856,3728.99848037999,6.064491176470589,1.74,9.8925
2002-10-01,5.34,926791.6375763416,50.300878772856336,61.72643329941004,-12.095865906336847,-17052.81324965383,-8098.667338562664,97001.81684437601,107896.40619698787,178070.77285592287,109042.34435785124,10085.484049586776,98956.86030826448,105183.15948044077,3859.184877410468,80073.90121460054,17069.64716721763,11898.795976033058,-838.3818016528925,1135.135756198347,-1973.51755785124,-112.06093388429753,-518.5239261707989,-207.7969415977961,18526.854348209366,26414.00723801653,174518.02621129475,70408.71484049587,6310.137352341598,47965.40002644628,24270.046383195597,9342.28486831956,7440.984356749311,96571.76092534437,5527.647670798898,-5571.577291750816,57443.098773884296,3157.002764881542,3471.2907969090907,61778.33510005509,-4342.751878086504,-1960.313561892358,-2922.0961293169617,3653.584277545008,6.064491176470589,1.4433,10.1688
2003-01-01,5.44,915106.7909874772,51.18292771494073,47.18481451727955,3.449025532475912,-2268.0178797590897,-8098.667338562664,97001.81684437601,107896.40619698787,180715.91302844937,112049.21489411016,9897.364549354665,102151.85034475548,106440.7630915288,5608.451802581349,82734.38671914197,17960.575288674783,11354.2528862934,2947.600474913652,1165.6202203235775,1781.9802545900743,2737.947683875659,587.7398949281949,-378.0871038902018,18360.846424013816,24778.7414975459,181473.59355935283,72064.41534611888,12336.375562534084,50205.61275340847,24276.998959098342,8984.943552172332,7129.1534645519,99935.22739992727,5228.3106217051445,-2328.371679755118,53476.51672961097,3489.003131806944,4341.122915455361,53665.375414627335,-187.8246161025286,-971.1700433336164,-5694.399748924782,4525.02272860581,6.064491176470589,1.25,10.8181
2003-04-01,4.74,939689.8830627402,52.78996760391557,48.71035973039924,4.677357750639802,-524.159041191416,-8098.667338562664,97001.81684437601,107896.40619698787,176782.50637718497,109845.78975546248,8644.964413601601,101200.82534186088,104261.75202175892,5584.037733703568,81488.737335579,17509.38942443554,10847.662995447923,-2815.679462490896,-914.464876092498,-1901.2145863983967,-1589.5805383284776,-685.2657148579751,-540.8332093044428,18055.57198579752,23649.485446376544,197172.4533031682,71948.64801101602,11640.601565823014,50726.12244428258,24069.75249007647,7770.1396078841935,6329.929438546976,97881.7581344683,5262.116470138382,-694.2610645746029,55200.586601181705,3113.811197316096,5355.726466153327,57459.07755335942,-2261.536184681652,-1722.3612114201237,-2247.8763247890647,5537.512656316236,6.064491176470589,1.2467,10.4552
2003-07-01,4.07,928074.5458206718,49.21053931249899,51.41452773512667,-2.233777966014973,-5452.361888820843,-8098.667338562664,97001.81684437601,107896.40619698787,172633.6064886138,106316.78992409183,7219.031206217242,99097.7587178746,101617.4217107356,4699.368213356227,78024.59737222124,17014.90692888126,11277.28562298934,-3490.5235754563537,-2644.9177588107723,-845.6058166455813,-3058.394632929695,-934.5094711729624,502.38052864630407,15067.195318362554,23368.86337113682,197172.2404565336,70666.01601915779,11570.136711639256,49759.63411729623,23378.12133209832,7648.981804988253,5711.20888785469,95047.80923667087,4959.135706217243,-113.21534864283754,56559.389970609984,2933.0391185812405,5620.285758904691,58505.02398577174,-1958.5711973650853,-1971.7625310187796,-1970.7945349582228,5787.91291469925,6.064491176470589,1.0167,10.7104
2003-10-01,3.97,937777.0404389076,49.28186157305128,60.5952186781109,-10.64556841702372,-14455.193798139551,-8098.667338562664,97001.81684437601,107896.40619698787,175185.0321327872,107180.92188467772,7321.263905563558,99859.65797911416,104891.72993599209,2289.1919486856323,79152.35839494059,16489.69602709759,11538.86746263954,6.103426809506662,2396.7478922398277,-2390.6444654303205,420.8651864422039,-550.5290982175009,135.76733858480375,14398.797633867483,21666.08012009363,199253.6923085164,71493.10027583723,10522.71471471012,51221.17847074181,23993.791473532598,6755.408424468851,5321.103124234786,95646.80153177892,5046.17765439323,-2364.0598655746644,59579.41052228935,3240.770440970472,5338.186826103741,63059.507178997126,-3482.050999742207,-2123.4463530315747,-2262.867607087036,5504.305094286153,6.064491176470589,0.9967,11.1854
2004-01-01,4.32,945008.7219787744,54.30177894782828,48.29908115910119,5.782593936195901,2443.7236926353653,-8098.667338562664,97001.81684437601,107896.40619698787,174117.26196732724,108780.41890332082,7242.613376807712,101537.8055265131,103829.0380289234,4951.380874397429,79736.80089260844,17976.276416979108,11067.34159373326,2170.457274236743,-507.8477300482056,2678.305004284949,1117.9105752544187,1405.1888462774502,-352.6421472951258,14906.595116497052,22011.21808784145,201175.75484681307,71276.48270969468,18328.515083556504,52306.16429780395,23119.3106322978,5956.854822978039,5007.33020058918,97092.38947214784,4474.466666041778,-1572.1861799048738,58091.8276319925,3936.15176000444,5021.803347130107,58796.41793974825,-694.90717401098,-1296.7038398164218,-4795.862647885538,5215.287481808065,6.064491176470589,1.0033,10.9806
2004-04-01,4.29,975421.7540978708,51.04394865018837,49.60229401843336,1.118707161289317,-2533.28130947808,-8098.667338562664,97001.81684437601,107896.40619698787,170790.45144712136,107877.41611992914,5300.7126690876885,102576.70345084148,102714.55240575732,5162.863714171834,79420.21414915855,17367.100085739592,11090.101885031005,-1550.367045704163,-1804.713713728964,254.34666802480072,-477.3336996457042,-1222.0917029229406,149.05835686448185,11837.92912931798,21242.48391895483,200464.80764614703,69008.68141780337,17974.809805668734,52473.74598148805,22797.65499406555,5618.84617201063,4582.643718069088,97824.58425093004,4504.311349689991,1446.6459383781655,63236.83091255182,3487.903996333199,6630.411529449578,64730.774632876,-1505.277952308032,-2082.343409190016,-1764.548843886234,6798.8161437624485,6.064491176470589,1.01,11.3866
2004-07-01,4.79,959370.3754957912,49.74435636643378,48.111758926965216,2.6838040805977297,-521.0181927802655,-8098.667338562664,97001.81684437601,107896.40619698787,171355.58510526316,105996.69690881886,5858.384268350643,100138.31264046824,101907.5895081852,4089.107400633692,78851.56358237987,16614.203283928888,10530.93004251012,-1267.9176653758143,-227.14316678401693,-1040.7744985917973,-142.67720225312445,-639.9258160535118,-485.314647069178,11203.740566889632,20162.7019916388,199498.39805043128,68179.94533207182,18531.72653837353,53048.736313941205,22650.66885583524,4934.164844833656,4139.230060904771,96244.78969459602,5000.332060376694,-421.4605750596981,63481.08913925893,3205.616145847179,6667.142013454713,66063.61545184827,-2601.2630911960746,-2333.254708659635,-2342.287009613932,6855.344234409944,6.064491176470589,1.4333,11.4501
