archivo,fuente,sistema,url,año_base,periodo,frecuencia,total_registros,archivos_origen,metodologia,nota_importante,relaciones,fecha_creacion,version
PIB_procesado.csv,Instituto Nacional de Estadística y Geografía (INEGI),Sistema de Cuentas Nacionales de México,https://www.inegi.org.mx/temas/pib/#tabulados,2018,2000-Q1 a 2024-Q4,Trimestral,100,"['PIBT_3.xlsx', 'PIBT_2.xlsx (o PIBT_r_2.xlsx)']",SCN 2008 (System of National Accounts 2008),PIBT_2.xlsx y PIBT_r_2.xlsx contienen valores idénticos (verificado),"{'AnaliticaDeuda': 'Ratios Deuda/PIB usando PIB_nom_trimestral', 'BalancePublico': 'Ratios Balance/PIB usando PIB_nom_trimestral', 'Deficit': 'Ratios Déficit/PIB usando PIB_nom_trimestral'}",2025-01,1.0
